,u,i,ts,label,idx
3217,108,2437,385776000.0,0,3218
3218,906,1854,385862400.0,0,3219
3219,640,1916,385862400.0,0,3220
3220,977,1916,385862400.0,0,3221
3221,674,1916,385862400.0,0,3222
3222,1093,1916,385862400.0,0,3223
3223,906,1916,385862400.0,0,3224
3224,21,1923,385862400.0,0,3225
3225,276,2005,385862400.0,0,3226
3226,667,2214,385862400.0,0,3227
3227,1162,2251,385862400.0,0,3228
3228,404,2251,385862400.0,0,3229
3229,341,2320,385862400.0,0,3230
3230,341,2374,385862400.0,0,3231
3231,1248,2385,385862400.0,0,3232
3232,1109,2437,385862400.0,0,3233
3233,1109,2453,385862400.0,0,3234
3234,208,1711,385948800.0,0,3235
3235,1002,1854,385948800.0,0,3236
3236,1026,1854,385948800.0,0,3237
3237,1159,1916,385948800.0,0,3238
3238,368,1916,385948800.0,0,3239
3239,341,1921,385948800.0,0,3240
3240,1036,1938,385948800.0,0,3241
3241,965,2251,385948800.0,0,3242
3242,804,2251,385948800.0,0,3243
3243,1277,2372,385948800.0,0,3244
3244,1270,2385,385948800.0,0,3245
3245,362,1765,386035200.0,0,3246
3246,28,1923,386035200.0,0,3247
3247,109,2021,386035200.0,0,3248
3248,282,2212,386035200.0,0,3249
3249,3,2487,386035200.0,0,3250
3250,603,1783,386121600.0,0,3251
3251,614,1854,386121600.0,0,3252
3252,60,2003,386121600.0,0,3253
3253,603,2161,386121600.0,0,3254
3254,1517,2196,386121600.0,0,3255
3255,1214,2251,386121600.0,0,3256
3256,1168,2436,386121600.0,0,3257
3257,841,1854,386208000.0,0,3258
3258,1597,2213,386208000.0,0,3259
3259,1036,1854,386294400.0,0,3260
3260,915,1955,386294400.0,0,3261
3261,251,2080,386294400.0,0,3262
3262,1321,2132,386294400.0,0,3263
3263,915,2142,386294400.0,0,3264
3264,416,2213,386294400.0,0,3265
3265,841,2314,386294400.0,0,3266
3266,907,1835,386380800.0,0,3267
3267,997,1854,386380800.0,0,3268
3268,775,1895,386380800.0,0,3269
3269,1336,1938,386380800.0,0,3270
3270,59,2021,386380800.0,0,3271
3271,1122,2021,386380800.0,0,3272
3272,341,2232,386380800.0,0,3273
3273,923,1843,386467200.0,0,3274
3274,1122,1854,386467200.0,0,3275
3275,1053,1962,386467200.0,0,3276
3276,864,2014,386467200.0,0,3277
3277,864,2161,386467200.0,0,3278
3278,645,2365,386467200.0,0,3279
3279,989,1854,386553600.0,0,3280
3280,430,1900,386553600.0,0,3281
3281,239,2045,386553600.0,0,3282
3282,335,2212,386553600.0,0,3283
3283,21,2275,386553600.0,0,3284
3284,429,1742,386640000.0,0,3285
3285,1117,1854,386640000.0,0,3286
3286,1117,1916,386640000.0,0,3287
3287,1381,1955,386640000.0,0,3288
3288,856,2144,386640000.0,0,3289
3289,65,2212,386640000.0,0,3290
3290,294,2212,386640000.0,0,3291
3291,1117,2264,386640000.0,0,3292
3292,16,1755,386726400.0,0,3293
3293,622,2010,386726400.0,0,3294
3294,1479,2021,386726400.0,0,3295
3295,622,2230,386726400.0,0,3296
3296,1618,2251,386726400.0,0,3297
3297,457,2367,386726400.0,0,3298
3298,661,2396,386726400.0,0,3299
3299,914,1837,386812800.0,0,3300
3300,1176,1878,386812800.0,0,3301
3301,1010,1916,386812800.0,0,3302
3302,1278,1916,386812800.0,0,3303
3303,1524,2055,386812800.0,0,3304
3304,1524,2058,386812800.0,0,3305
3305,31,1854,386899200.0,0,3306
3306,1038,1854,386899200.0,0,3307
3307,1033,1916,386899200.0,0,3308
3308,691,2085,386899200.0,0,3309
3309,789,2209,386899200.0,0,3310
3310,1026,2340,386899200.0,0,3311
3311,1059,1854,386985600.0,0,3312
3312,1026,1916,386985600.0,0,3313
3313,1000,2212,386985600.0,0,3314
3314,577,2251,386985600.0,0,3315
3315,1021,1854,387072000.0,0,3316
3316,1094,1854,387072000.0,0,3317
3317,456,1978,387072000.0,0,3318
3318,298,2021,387072000.0,0,3319
3319,372,2074,387072000.0,0,3320
3320,372,2079,387072000.0,0,3321
3321,691,2111,387072000.0,0,3322
3322,1321,2112,387072000.0,0,3323
3323,333,2212,387072000.0,0,3324
3324,1091,2212,387072000.0,0,3325
3325,391,1734,387158400.0,0,3326
3326,67,1871,387158400.0,0,3327
3327,1379,1955,387158400.0,0,3328
3328,605,2021,387158400.0,0,3329
3329,1379,2056,387158400.0,0,3330
3330,1379,2066,387158400.0,0,3331
3331,1379,2070,387158400.0,0,3332
3332,1379,2077,387158400.0,0,3333
3333,920,2124,387158400.0,0,3334
3334,322,2153,387158400.0,0,3335
3335,1556,2210,387158400.0,0,3336
3336,843,2213,387158400.0,0,3337
3337,99,2214,387158400.0,0,3338
3338,977,2227,387158400.0,0,3339
3339,987,2251,387158400.0,0,3340
3340,391,2288,387158400.0,0,3341
3341,391,2355,387158400.0,0,3342
3342,91,1951,387244800.0,0,3343
3343,1480,2021,387244800.0,0,3344
3344,613,2057,387244800.0,0,3345
3345,1385,2189,387244800.0,0,3346
3346,1022,2251,387244800.0,0,3347
3347,91,2357,387244800.0,0,3348
3348,1022,2385,387244800.0,0,3349
3349,441,1854,387331200.0,0,3350
3350,457,1981,387331200.0,0,3351
3351,298,2248,387331200.0,0,3352
3352,1061,2251,387331200.0,0,3353
3353,1582,2260,387331200.0,0,3354
3354,436,2288,387331200.0,0,3355
3355,1650,2385,387331200.0,0,3356
3356,472,2385,387331200.0,0,3357
3357,462,2391,387331200.0,0,3358
3358,683,2442,387331200.0,0,3359
3359,1299,1916,387417600.0,0,3360
3360,78,1999,387417600.0,0,3361
3361,909,2021,387417600.0,0,3362
3362,1606,2212,387417600.0,0,3363
3363,439,1854,387504000.0,0,3364
3364,577,1916,387504000.0,0,3365
3365,677,2251,387504000.0,0,3366
3366,656,2396,387504000.0,0,3367
3367,903,2404,387504000.0,0,3368
3368,750,1846,387590400.0,0,3369
3369,641,1854,387590400.0,0,3370
3370,1175,1877,387590400.0,0,3371
3371,528,1953,387590400.0,0,3372
3372,133,2021,387590400.0,0,3373
3373,813,2027,387590400.0,0,3374
3374,813,2040,387590400.0,0,3375
3375,1609,2214,387590400.0,0,3376
3376,1076,2251,387590400.0,0,3377
3377,1276,2251,387590400.0,0,3378
3378,1253,2327,387590400.0,0,3379
3379,391,2333,387590400.0,0,3380
3380,243,2383,387590400.0,0,3381
3381,1025,2442,387590400.0,0,3382
3382,1388,2476,387590400.0,0,3383
3383,210,1726,387676800.0,0,3384
3384,1290,1916,387676800.0,0,3385
3385,638,2088,387676800.0,0,3386
3386,1285,2212,387676800.0,0,3387
3387,1394,2212,387676800.0,0,3388
3388,362,2224,387676800.0,0,3389
3389,827,2240,387676800.0,0,3390
3390,16,2314,387676800.0,0,3391
3391,572,1854,387763200.0,0,3392
3392,1015,1854,387763200.0,0,3393
3393,815,1854,387763200.0,0,3394
3394,1027,1854,387763200.0,0,3395
3395,267,1854,387763200.0,0,3396
3396,1164,1876,387763200.0,0,3397
3397,284,1916,387763200.0,0,3398
3398,1065,1916,387763200.0,0,3399
3399,454,1916,387763200.0,0,3400
3400,67,1997,387763200.0,0,3401
3401,1015,2021,387763200.0,0,3402
3402,1010,2212,387763200.0,0,3403
3403,1472,2212,387763200.0,0,3404
3404,454,2212,387763200.0,0,3405
3405,476,2213,387763200.0,0,3406
3406,891,2214,387763200.0,0,3407
3407,1312,2251,387763200.0,0,3408
3408,1529,2271,387763200.0,0,3409
3409,466,2396,387763200.0,0,3410
3410,995,2473,387763200.0,0,3411
3411,358,1732,387849600.0,0,3412
3412,358,1823,387849600.0,0,3413
3413,8,1899,387849600.0,0,3414
3414,1419,2021,387849600.0,0,3415
3415,358,2053,387849600.0,0,3416
3416,860,2163,387849600.0,0,3417
3417,358,2330,387849600.0,0,3418
3418,860,2332,387849600.0,0,3419
3419,648,2381,387849600.0,0,3420
3420,940,2385,387849600.0,0,3421
3421,969,1854,387936000.0,0,3422
3422,937,2190,387936000.0,0,3423
3423,1176,1877,388108800.0,0,3424
3424,1176,1885,388108800.0,0,3425
3425,1176,1978,388108800.0,0,3426
3426,1176,2304,388108800.0,0,3427
3427,1176,2318,388108800.0,0,3428
3428,1615,2443,388108800.0,0,3429
3429,438,1743,388195200.0,0,3430
3430,586,1854,388195200.0,0,3431
3431,1119,1854,388195200.0,0,3432
3432,683,1902,388195200.0,0,3433
3433,1109,1916,388195200.0,0,3434
3434,336,1999,388195200.0,0,3435
3435,1209,2020,388195200.0,0,3436
3436,448,2191,388195200.0,0,3437
3437,1209,2203,388195200.0,0,3438
3438,1111,2212,388195200.0,0,3439
3439,679,2213,388195200.0,0,3440
3440,340,2320,388195200.0,0,3441
3441,340,2374,388195200.0,0,3442
3442,438,2404,388195200.0,0,3443
3443,466,2462,388195200.0,0,3444
3444,512,1822,388281600.0,0,3445
3445,920,1841,388281600.0,0,3446
3446,735,1854,388281600.0,0,3447
3447,1023,1854,388281600.0,0,3448
3448,466,1854,388281600.0,0,3449
3449,853,1854,388281600.0,0,3450
3450,1109,1854,388281600.0,0,3451
3451,170,1916,388281600.0,0,3452
3452,1165,1916,388281600.0,0,3453
3453,466,1916,388281600.0,0,3454
3454,1077,1916,388281600.0,0,3455
3455,1296,1916,388281600.0,0,3456
3456,1125,1916,388281600.0,0,3457
3457,1435,1977,388281600.0,0,3458
3458,1176,2013,388281600.0,0,3459
3459,920,2074,388281600.0,0,3460
3460,920,2363,388281600.0,0,3461
3461,1309,2396,388281600.0,0,3462
3462,153,2442,388281600.0,0,3463
3463,71,1712,388368000.0,0,3464
3464,980,1854,388368000.0,0,3465
3465,655,1854,388368000.0,0,3466
3466,1083,1854,388368000.0,0,3467
3467,1002,1916,388368000.0,0,3468
3468,133,1916,388368000.0,0,3469
3469,1090,1916,388368000.0,0,3470
3470,742,1916,388368000.0,0,3471
3471,1481,2021,388368000.0,0,3472
3472,598,2086,388368000.0,0,3473
3473,1094,2212,388368000.0,0,3474
3474,1176,2260,388368000.0,0,3475
3475,920,2319,388368000.0,0,3476
3476,1508,2432,388368000.0,0,3477
3477,454,2442,388368000.0,0,3478
3478,606,2489,388368000.0,0,3479
3479,535,1854,388454400.0,0,3480
3480,1031,1854,388454400.0,0,3481
3481,1143,2396,388454400.0,0,3482
3482,362,1732,388540800.0,0,3483
3483,976,1854,388540800.0,0,3484
3484,1281,1916,388540800.0,0,3485
3485,1288,1916,388540800.0,0,3486
3486,157,1916,388540800.0,0,3487
3487,1240,2042,388540800.0,0,3488
3488,239,2086,388540800.0,0,3489
3489,336,2143,388540800.0,0,3490
3490,1430,2432,388540800.0,0,3491
3491,1069,1854,388627200.0,0,3492
3492,440,1854,388627200.0,0,3493
3493,981,2021,388627200.0,0,3494
3494,637,2117,388627200.0,0,3495
3495,606,2198,388627200.0,0,3496
3496,606,2373,388627200.0,0,3497
3497,606,2405,388627200.0,0,3498
3498,901,2474,388627200.0,0,3499
3499,298,1854,388713600.0,0,3500
3500,583,1916,388713600.0,0,3501
3501,559,2410,388713600.0,0,3502
3502,656,2432,388713600.0,0,3503
3503,552,2474,388713600.0,0,3504
3504,656,1854,388800000.0,0,3505
3505,1030,1854,388800000.0,0,3506
3506,976,1916,388800000.0,0,3507
3507,191,1916,388800000.0,0,3508
3508,1302,2139,388800000.0,0,3509
3509,661,2462,388800000.0,0,3510
3510,891,1832,388886400.0,0,3511
3511,295,1854,388886400.0,0,3512
3512,295,1916,388886400.0,0,3513
3513,803,1916,388886400.0,0,3514
3514,374,2198,388886400.0,0,3515
3515,374,2373,388886400.0,0,3516
3516,374,2405,388886400.0,0,3517
3517,170,2432,388886400.0,0,3518
3518,1080,2462,388886400.0,0,3519
3519,374,2489,388886400.0,0,3520
3520,1022,1854,388972800.0,0,3521
3521,157,1854,388972800.0,0,3522
3522,1619,2251,388972800.0,0,3523
3523,347,1732,389059200.0,0,3524
3524,410,1737,389059200.0,0,3525
3525,850,1818,389059200.0,0,3526
3526,65,1854,389059200.0,0,3527
3527,1163,2266,389059200.0,0,3528
3528,576,1854,389145600.0,0,3529
3529,500,1854,389145600.0,0,3530
3530,500,1916,389145600.0,0,3531
3531,424,2391,389145600.0,0,3532
3532,583,1854,389232000.0,0,3533
3533,331,1916,389232000.0,0,3534
3534,535,1970,389232000.0,0,3535
3535,147,2313,389232000.0,0,3536
3536,341,2373,389232000.0,0,3537
3537,1309,2432,389232000.0,0,3538
3538,335,1916,389318400.0,0,3539
3539,887,2021,389318400.0,0,3540
3540,920,2067,389318400.0,0,3541
3541,920,2186,389318400.0,0,3542
3542,79,2246,389318400.0,0,3543
3543,1148,2430,389318400.0,0,3544
3544,1107,1854,389404800.0,0,3545
3545,65,1916,389404800.0,0,3546
3546,583,2144,389404800.0,0,3547
3547,500,2432,389404800.0,0,3548
3548,347,2474,389404800.0,0,3549
3549,412,1738,389491200.0,0,3550
3550,496,1854,389491200.0,0,3551
3551,1121,1854,389491200.0,0,3552
3552,569,1916,389491200.0,0,3553
3553,488,1916,389491200.0,0,3554
3554,408,2112,389491200.0,0,3555
3555,1169,2139,389491200.0,0,3556
3556,92,2295,389491200.0,0,3557
3557,92,2329,389491200.0,0,3558
3558,934,2353,389491200.0,0,3559
3559,771,2462,389491200.0,0,3560
3560,421,1740,389577600.0,0,3561
3561,1088,1854,389577600.0,0,3562
3562,1169,2037,389577600.0,0,3563
3563,421,2371,389577600.0,0,3564
3564,978,1854,389664000.0,0,3565
3565,748,1888,389664000.0,0,3566
3566,272,1916,389664000.0,0,3567
3567,1266,2275,389664000.0,0,3568
3568,303,1793,389750400.0,0,3569
3569,574,1854,389750400.0,0,3570
3570,736,1826,389836800.0,0,3571
3571,956,1854,389836800.0,0,3572
3572,979,1854,389836800.0,0,3573
3573,956,1916,389836800.0,0,3574
3574,1057,1916,389836800.0,0,3575
3575,677,1916,389836800.0,0,3576
3576,604,2198,389836800.0,0,3577
3577,1605,2212,389836800.0,0,3578
3578,693,2328,389836800.0,0,3579
3579,604,2373,389836800.0,0,3580
3580,604,2405,389836800.0,0,3581
3581,829,1854,389923200.0,0,3582
3582,1115,1854,389923200.0,0,3583
3583,1484,2021,389923200.0,0,3584
3584,239,2149,389923200.0,0,3585
3585,1552,2212,389923200.0,0,3586
3586,375,2411,389923200.0,0,3587
3587,374,2415,389923200.0,0,3588
3588,999,1854,390009600.0,0,3589
3589,1054,1854,390009600.0,0,3590
3590,1073,1854,390009600.0,0,3591
3591,1080,1854,390009600.0,0,3592
3592,999,1916,390009600.0,0,3593
3593,1298,1916,390009600.0,0,3594
3594,1350,2381,390009600.0,0,3595
3595,542,1800,390096000.0,0,3596
3596,1017,1854,390096000.0,0,3597
3597,908,1854,390096000.0,0,3598
3598,1039,1854,390096000.0,0,3599
3599,921,1854,390096000.0,0,3600
3600,1091,1854,390096000.0,0,3601
3601,677,1854,390096000.0,0,3602
3602,1044,1916,390096000.0,0,3603
3603,1221,1938,390096000.0,0,3604
3604,542,2206,390096000.0,0,3605
3605,1140,2212,390096000.0,0,3606
3606,1604,2212,390096000.0,0,3607
3607,1350,2240,390096000.0,0,3608
3608,1028,1854,390182400.0,0,3609
3609,1029,1854,390182400.0,0,3610
3610,490,1854,390182400.0,0,3611
3611,968,1916,390182400.0,0,3612
3612,1064,1916,390182400.0,0,3613
3613,1334,1938,390182400.0,0,3614
3614,362,2396,390182400.0,0,3615
3615,31,2428,390182400.0,0,3616
3616,1062,1854,390268800.0,0,3617
3617,535,2084,390268800.0,0,3618
3618,294,2432,390268800.0,0,3619
3619,981,1916,390441600.0,0,3620
3620,1342,1938,390441600.0,0,3621
3621,1652,2385,390441600.0,0,3622
3622,559,1766,390528000.0,0,3623
3623,964,1854,390528000.0,0,3624
3624,191,1854,390528000.0,0,3625
3625,162,1919,390528000.0,0,3626
3626,239,1920,390528000.0,0,3627
3627,643,2255,390528000.0,0,3628
3628,996,2375,390528000.0,0,3629
3629,1047,1854,390614400.0,0,3630
3630,672,1854,390614400.0,0,3631
3631,1084,1854,390614400.0,0,3632
3632,1100,1854,390614400.0,0,3633
3633,1106,1854,390614400.0,0,3634
3634,679,1854,390614400.0,0,3635
3635,1047,1916,390614400.0,0,3636
3636,1293,1916,390614400.0,0,3637
3637,1084,1916,390614400.0,0,3638
3638,1411,1968,390614400.0,0,3639
3639,1517,2103,390614400.0,0,3640
3640,1411,2154,390614400.0,0,3641
3641,1246,2183,390614400.0,0,3642
3642,692,2189,390614400.0,0,3643
3643,624,2272,390614400.0,0,3644
3644,1411,2359,390614400.0,0,3645
3645,1411,2371,390614400.0,0,3646
3646,1039,2472,390614400.0,0,3647
3647,967,1854,390700800.0,0,3648
3648,835,1854,390700800.0,0,3649
3649,1482,2021,390700800.0,0,3650
3650,898,2385,390700800.0,0,3651
3651,1423,2475,390700800.0,0,3652
3652,162,1840,390787200.0,0,3653
3653,284,1854,390787200.0,0,3654
3654,1050,1854,390787200.0,0,3655
3655,198,1899,390787200.0,0,3656
3656,903,1923,390787200.0,0,3657
3657,251,2110,390787200.0,0,3658
3658,989,2137,390787200.0,0,3659
3659,1602,2212,390787200.0,0,3660
3660,127,2251,390787200.0,0,3661
3661,903,2372,390787200.0,0,3662
3662,1636,2475,390787200.0,0,3663
3663,589,2475,390787200.0,0,3664
3664,340,2489,390787200.0,0,3665
3665,55,1804,390873600.0,0,3666
3666,21,2288,390873600.0,0,3667
3667,1640,2475,390873600.0,0,3668
3668,507,1787,390960000.0,0,3669
3669,651,1854,390960000.0,0,3670
3670,1065,1854,390960000.0,0,3671
3671,989,2188,390960000.0,0,3672
3672,1197,2237,390960000.0,0,3673
3673,199,2472,390960000.0,0,3674
3674,71,1696,391046400.0,0,3675
3675,216,1712,391046400.0,0,3676
3676,962,1854,391046400.0,0,3677
3677,902,1854,391046400.0,0,3678
3678,1294,1916,391046400.0,0,3679
3679,37,2166,391046400.0,0,3680
3680,1355,2321,391046400.0,0,3681
3681,37,2336,391046400.0,0,3682
3682,157,2359,391046400.0,0,3683
3683,1465,2475,391046400.0,0,3684
3684,1648,2475,391046400.0,0,3685
3685,680,1854,391132800.0,0,3686
3686,1123,1854,391132800.0,0,3687
3687,1004,2048,391132800.0,0,3688
3688,1540,2080,391132800.0,0,3689
3689,1168,2463,391132800.0,0,3690
3690,947,2472,391132800.0,0,3691
3691,680,2475,391132800.0,0,3692
3692,1580,2237,391219200.0,0,3693
3693,1464,2475,391219200.0,0,3694
3694,396,1734,391305600.0,0,3695
3695,396,1751,391305600.0,0,3696
3696,396,1804,391305600.0,0,3697
3697,396,1886,391305600.0,0,3698
3698,396,1921,391305600.0,0,3699
3699,1445,1985,391305600.0,0,3700
3700,396,2025,391305600.0,0,3701
3701,1516,2435,391305600.0,0,3702
3702,1247,2450,391305600.0,0,3703
3703,1099,2463,391305600.0,0,3704
3704,664,2475,391305600.0,0,3705
3705,361,1732,391392000.0,0,3706
3706,617,1854,391392000.0,0,3707
3707,363,1854,391392000.0,0,3708
3708,487,1854,391392000.0,0,3709
3709,361,1920,391392000.0,0,3710
3710,1104,2237,391392000.0,0,3711
3711,172,2475,391392000.0,0,3712
3712,1609,2475,391392000.0,0,3713
3713,432,1742,391478400.0,0,3714
3714,195,1848,391478400.0,0,3715
3715,195,1854,391478400.0,0,3716
3716,160,1877,391478400.0,0,3717
3717,1125,2048,391478400.0,0,3718
3718,1646,2475,391478400.0,0,3719
3719,1282,1916,391564800.0,0,3720
3720,1355,1977,391564800.0,0,3721
3721,1613,2237,391564800.0,0,3722
3722,592,2237,391651200.0,0,3723
3723,439,2463,391651200.0,0,3724
3724,1519,2048,391737600.0,0,3725
3725,1054,2237,391737600.0,0,3726
3726,372,1733,391824000.0,0,3727
3727,974,1854,391824000.0,0,3728
3728,333,1854,391824000.0,0,3729
3729,1079,1854,391824000.0,0,3730
3730,366,1866,391824000.0,0,3731
3731,1236,1898,391824000.0,0,3732
3732,1412,1975,391824000.0,0,3733
3733,1095,2048,391824000.0,0,3734
3734,366,2215,391824000.0,0,3735
3735,1023,2237,391824000.0,0,3736
3736,838,2237,391824000.0,0,3737
3737,50,2283,391824000.0,0,3738
3738,908,2411,391824000.0,0,3739
3739,1162,2463,391824000.0,0,3740
3740,1106,2475,391824000.0,0,3741
3741,381,1734,391910400.0,0,3742
3742,448,1854,391910400.0,0,3743
3743,277,1898,391910400.0,0,3744
3744,1253,1906,391910400.0,0,3745
3745,381,1921,391910400.0,0,3746
3746,22,2049,391910400.0,0,3747
3747,559,2283,391910400.0,0,3748
3748,438,2319,391910400.0,0,3749
3749,1389,2475,391910400.0,0,3750
3750,1051,1854,391996800.0,0,3751
3751,1111,1854,391996800.0,0,3752
3752,957,1916,391996800.0,0,3753
3753,193,1975,391996800.0,0,3754
3754,819,2014,391996800.0,0,3755
3755,156,2021,391996800.0,0,3756
3756,1223,2041,391996800.0,0,3757
3757,863,2328,391996800.0,0,3758
3758,1548,2396,391996800.0,0,3759
3759,1611,2474,391996800.0,0,3760
3760,673,2475,391996800.0,0,3761
3761,592,1854,392083200.0,0,3762
3762,775,2114,392083200.0,0,3763
3763,1301,2237,392083200.0,0,3764
3764,96,2474,392083200.0,0,3765
3765,469,1751,392169600.0,0,3766
3766,596,1769,392169600.0,0,3767
3767,754,1854,392169600.0,0,3768
3768,1055,1854,392169600.0,0,3769
3769,1168,2132,392169600.0,0,3770
3770,298,1724,392256000.0,0,3771
3771,1103,1854,392256000.0,0,3772
3772,45,2372,392256000.0,0,3773
3773,65,2432,392256000.0,0,3774
3774,1572,2475,392256000.0,0,3775
3775,1099,1854,392342400.0,0,3776
3776,1039,2475,392342400.0,0,3777
3777,53,1693,392428800.0,0,3778
3778,113,1854,392428800.0,0,3779
3779,1097,1854,392428800.0,0,3780
3780,51,2017,392428800.0,0,3781
3781,53,2130,392428800.0,0,3782
3782,169,2138,392428800.0,0,3783
3783,1150,2212,392428800.0,0,3784
3784,988,2237,392428800.0,0,3785
3785,472,2443,392428800.0,0,3786
3786,219,1712,392515200.0,0,3787
3787,239,1733,392515200.0,0,3788
3788,1113,1854,392515200.0,0,3789
3789,219,1966,392515200.0,0,3790
3790,1352,1971,392515200.0,0,3791
3791,1352,1996,392515200.0,0,3792
3792,115,2053,392515200.0,0,3793
3793,219,2095,392515200.0,0,3794
3794,1338,2237,392515200.0,0,3795
3795,496,2237,392515200.0,0,3796
3796,596,2394,392515200.0,0,3797
3797,1098,1854,392601600.0,0,3798
3798,656,1940,392601600.0,0,3799
3799,837,2048,392601600.0,0,3800
3800,656,2206,392601600.0,0,3801
3801,293,2237,392601600.0,0,3802
3802,694,2237,392601600.0,0,3803
3803,1297,2237,392601600.0,0,3804
3804,395,2237,392601600.0,0,3805
3805,480,2475,392601600.0,0,3806
3806,528,1760,392688000.0,0,3807
3807,1019,1854,392688000.0,0,3808
3808,741,1880,392688000.0,0,3809
3809,1330,2237,392688000.0,0,3810
3810,1050,2237,392688000.0,0,3811
3811,1053,2237,392688000.0,0,3812
3812,741,2372,392688000.0,0,3813
3813,362,2432,392688000.0,0,3814
3814,741,2588,392688000.0,0,3815
3815,1011,1854,392774400.0,0,3816
3816,590,1879,392860800.0,0,3817
3817,1236,1981,392860800.0,0,3818
3818,1335,2237,392860800.0,0,3819
3819,1442,2237,392860800.0,0,3820
3820,1512,2237,392860800.0,0,3821
3821,15,2317,392860800.0,0,3822
3822,342,2399,392860800.0,0,3823
3823,336,2450,392860800.0,0,3824
3824,1627,2475,392860800.0,0,3825
3825,1633,2475,392860800.0,0,3826
3826,741,1790,392947200.0,0,3827
3827,842,1854,392947200.0,0,3828
3828,741,1933,392947200.0,0,3829
3829,741,2075,392947200.0,0,3830
3830,571,2237,392947200.0,0,3831
3831,1601,2396,392947200.0,0,3832
3832,472,2475,392947200.0,0,3833
3833,620,1854,393033600.0,0,3834
3834,410,1865,393033600.0,0,3835
3835,996,1916,393033600.0,0,3836
3836,429,1920,393033600.0,0,3837
3837,130,2114,393033600.0,0,3838
3838,1443,2212,393033600.0,0,3839
3839,620,2237,393033600.0,0,3840
3840,149,2251,393033600.0,0,3841
3841,35,2472,393033600.0,0,3842
3842,266,2475,393033600.0,0,3843
3843,814,1814,393120000.0,0,3844
3844,934,1845,393120000.0,0,3845
3845,992,1854,393120000.0,0,3846
3846,1063,1854,393120000.0,0,3847
3847,934,2262,393120000.0,0,3848
3848,1542,2359,393120000.0,0,3849
3849,1638,2475,393120000.0,0,3850
3850,975,1854,393206400.0,0,3851
3851,905,1854,393206400.0,0,3852
3852,675,1854,393206400.0,0,3853
3853,566,1854,393206400.0,0,3854
3854,1122,2212,393206400.0,0,3855
3855,281,2237,393206400.0,0,3856
3856,753,2237,393206400.0,0,3857
3857,1269,2237,393206400.0,0,3858
3858,1509,2237,393206400.0,0,3859
3859,720,2237,393206400.0,0,3860
3860,980,2475,393206400.0,0,3861
3861,891,2475,393206400.0,0,3862
3862,45,1765,393292800.0,0,3863
3863,45,1933,393292800.0,0,3864
3864,258,2074,393292800.0,0,3865
3865,824,2237,393292800.0,0,3866
3866,1310,2237,393292800.0,0,3867
3867,319,2474,393292800.0,0,3868
3868,92,1990,393379200.0,0,3869
3869,60,2435,393379200.0,0,3870
3870,906,2463,393379200.0,0,3871
3871,604,1771,393465600.0,0,3872
3872,604,1830,393465600.0,0,3873
3873,1541,2081,393465600.0,0,3874
3874,965,1854,393552000.0,0,3875
3875,28,1854,393552000.0,0,3876
3876,1040,1854,393552000.0,0,3877
3877,988,1916,393552000.0,0,3878
3878,210,2144,393552000.0,0,3879
3879,374,1830,393638400.0,0,3880
3880,59,1854,393638400.0,0,3881
3881,983,1938,393638400.0,0,3882
3882,577,1996,393638400.0,0,3883
3883,918,2124,393638400.0,0,3884
3884,918,2280,393638400.0,0,3885
3885,1321,2294,393638400.0,0,3886
3886,918,2389,393638400.0,0,3887
3887,918,1841,393724800.0,0,3888
3888,987,1854,393724800.0,0,3889
3889,1110,1854,393724800.0,0,3890
3890,1541,2092,393724800.0,0,3891
3891,1541,2115,393724800.0,0,3892
3892,1414,2237,393724800.0,0,3893
3893,1495,2441,393724800.0,0,3894
3894,1360,1949,393811200.0,0,3895
3895,1167,2201,393811200.0,0,3896
3896,1525,2237,393811200.0,0,3897
3897,1120,2237,393811200.0,0,3898
3898,1053,2441,393811200.0,0,3899
3899,1056,1854,393897600.0,0,3900
3900,709,2441,393897600.0,0,3901
3901,1077,1854,393984000.0,0,3902
3902,381,2025,393984000.0,0,3903
3903,1150,2181,393984000.0,0,3904
3904,16,2441,393984000.0,0,3905
3905,392,2441,393984000.0,0,3906
3906,374,1771,394070400.0,0,3907
3907,169,1982,394156800.0,0,3908
3908,1336,2441,394156800.0,0,3909
3909,440,2441,394156800.0,0,3910
3910,156,2453,394156800.0,0,3911
3911,1124,1854,394243200.0,0,3912
3912,1021,1916,394243200.0,0,3913
3913,506,2435,394243200.0,0,3914
3914,1052,2463,394243200.0,0,3915
3915,1491,2475,394243200.0,0,3916
3916,828,1815,394329600.0,0,3917
3917,65,1822,394329600.0,0,3918
3918,1043,1854,394329600.0,0,3919
3919,1284,1916,394329600.0,0,3920
3920,59,2074,394329600.0,0,3921
3921,65,2237,394329600.0,0,3922
3922,803,2281,394329600.0,0,3923
3923,65,1823,394416000.0,0,3924
3924,1012,1854,394416000.0,0,3925
3925,1124,1916,394416000.0,0,3926
3926,1541,2071,394416000.0,0,3927
3927,27,2318,394416000.0,0,3928
3928,1254,2327,394416000.0,0,3929
3929,956,2441,394416000.0,0,3930
3930,490,2441,394416000.0,0,3931
3931,1095,1854,394502400.0,0,3932
3932,193,2107,394502400.0,0,3933
3933,364,2314,394502400.0,0,3934
3934,473,1854,394588800.0,0,3935
3935,650,1854,394588800.0,0,3936
3936,299,2237,394588800.0,0,3937
3937,1173,1877,394675200.0,0,3938
